customer_no,total_enq_amt_x,total_enq_amt_y
10307,79900,2
10308,1610000,4
10309,1376728,35
10310,4581000,15
10311,2017000,8
10312,532000,10
10313,5084000,21
10314,10306304,38
10315,1692420,27
10316,916900,29
10317,250000,5
10318,291000,4
10319,441334,10
10320,1980000,8
10321,2014210,24
10322,2714101,28
10323,51000,2
10324,2502000,12
10325,376000,8
10326,2241000,12
10327,60000,2
10328,734149,15
10329,30307214,67
10330,1408102,24
10331,4147169,38
10332,2916003,7
10333,991000,5
10334,709000,8
10335,6386500,10
10336,2260000,19
10337,21086101,35
10338,654101,9
10339,4417702,46
10340,254010,9
10341,3397174,31
10342,462200,18
10343,441010,11
10344,200709002,32
10345,1354000,24
10346,1015804,2
10347,209000,7
10348,1470000,21
10349,316000,7
10350,312991,14
10351,102506902,47
10352,5061506,22
10353,104283910,36
10354,8371500,33
10355,2808000,15
10356,300000,3
10357,3855300,9
10358,302000,8
10359,152000,5
10360,200843100,20
10361,2054502,19
10362,361003,8
10363,7238001,22
10364,2062101,13
10365,872000,15
10366,1036000,9
10367,2235001,16
10368,373000,10
10369,1300010,7
10370,2673226,46
10371,4667750,57
10372,6037650,53
10373,50010,2
10374,527000,8
10375,102900401,39
10376,20100,3
10377,464101,12
10378,1289700,20
10379,1493001,13
10380,1431003,29
10381,285794,12
10382,185000,5
10383,24455501,27
10384,2719000,23
10385,301000,5
10386,19047887,49
10387,701200,22
10388,7507151,31
10389,4809779,13
10390,2884000,17
10391,7286002,10
10392,22777100,17
10393,4502000,8
10394,8075000,20
10395,163524210,63
10396,1776000,17
10397,105238501,75
10398,17624991,21
10399,21959002,32
10400,4364801,21
10401,121356305,73
10402,3322000,13
10403,5424301,59
10404,1118100,29
10405,4412120,34
10406,11100000,10
10407,8413358,58
10408,1214762,11
10409,293000,9
10410,3767103,23
10411,33368500,26
10412,602000,10
10413,966000,11
10414,5189360,16
10415,953000,12
10416,5332100,16
10417,2330000,30
10418,2481001,21
10419,2467000,14
10420,607000,7
10421,1730001,15
10422,1451000,5
10423,1046716,21
10424,100423000,13
10425,1118000,15
10426,5537453,16
10427,2832902,16
10428,1743090,17
10429,591000,6
10430,691000,22
10431,3242000,9
10432,61000,3
10433,1943453,19
10434,609716783,90
10435,853000,14
10436,221501,9
10437,11579673,37
10438,16518535,48
10439,2682000,12
10440,394001,5
10441,645000,9
10442,3636830,19
10443,440000,3
10444,3366372,37
10445,53000,4
10446,3573000,23
10447,46000,2
10448,473000,13
10449,669000,12
10450,354140004,33
10451,789003,26
10452,486013,6
10453,975000,15
10454,145000,3
10455,1529000,17
10456,6577000,25
10457,2225313,13
10458,4671100,20
10459,118117901,29
10460,42185381,27
10461,5290001,18
10462,2423000,11
10463,4338001,43
10464,101000,3
10465,120000,8
10466,228000,10
10467,1196000,25
10468,891000,16
10469,1353000,14
10470,101968000,18
10471,2358377,21
10472,7862000,17
10473,1230000,6
10474,10000,1
10475,1169000,12
10476,461002,17
10477,1003499,16
10478,496001,8
10479,338500,9
10480,1905204,11
10481,428800,8
10482,4312891,38
10483,698000,14
10484,1664100,27
10485,776000,6
10486,271000,6
10487,3443101,29
10488,7374000,14
10489,4959004,25
10490,23238150,52
10491,841000,11
10492,501000,3
10493,1001000,9
10494,81001,4
10495,37650850,49
10496,661000,8
10497,52000,3
10498,3577616,45
10499,3442000,38
10500,99630004,28
10501,79830278,30
10502,3815600,24
10503,13566003,39
10504,207938801,76
10505,11363000,8
10506,7539150,62
10507,101183500,24
10508,957000,6
10509,2487000,9
10510,1003500,20
10511,3115100,10
10512,1534000,12
10513,1000,1
10514,371000,4
10515,2772397,28
10516,2269615,11
10517,1432227,27
10518,15341200,35
10519,3562213,15
10520,105520,5
10521,6156005,23
10522,2371002,34
10523,5319000,9
10524,1250000,2
10525,102201,7
10526,5122346,47
10527,2993000,14
10528,34601302,56
10529,252000,6
10530,442000,11
10531,792100,18
10532,10144800,56
10533,74455361,19
10534,18344003,48
10535,3247270,12
10536,109570103,44
10537,6755708,45
10538,2642201,48
10539,4917616,16
10540,142100,6
10541,619000,25
10542,126000,3
10543,18770700,33
10544,3151008,19
10545,969990,10
10546,6495900,29
10547,1011000,5
10548,13247200,11
10549,52198000,18
10550,1577303,28
10551,5550152,42
10552,0,0
10553,337300,11
10554,10126150,26
10555,6141000,9
10556,2891000,29
10557,1475001,17
10558,184000,10
10559,1752100,9
10560,209000,9
10561,2344200,16
10562,1679000,31
10563,252000,9
10564,1676000,11
10565,950011,25
10566,1417600,21
10567,525000,11
10568,593000,7
10569,1012000,10
10570,982000,6
10571,442150,17
10572,790001,10
10573,3648000,21
10574,356500,10
10575,671000,7
10576,1634600,18
10577,593001,11
10578,301000,4
10579,326300,12
10580,3877990,30
10581,1679000,23
10582,997000,25
10583,2970761,37
10584,491000,11
10585,598000,10
10586,9606801,19
10587,100415000,9
10588,101000,5
10589,1843000,23
10590,10726800,28
10591,182000,9
10592,661000,5
10593,186000,5
10594,1269602,24
10595,16848000,13
10596,3397129,25
10597,3104000,13
10598,4983490,11
10599,112521201,67
10600,1986000,9
10601,287500,8
10602,27414300,10
10603,76000,3
10604,100000,2
10605,181500,5
10606,5395301,34
10607,2001000,2
10608,437000,9
10609,3949701,40
10610,1107000,19
10611,2476000,16
10612,8694129,40
10613,9086200,19
10614,672000,14
10615,773000,8
10616,100310000,15
10617,102015900,34
10618,4464000,52
10619,2652000,19
10620,13191118,9
10621,116472100,40
10622,1965492,30
10623,1420000,9
10624,2639000,13
10625,9939001,56
10626,231100,9
10627,62000,4
10628,90000,5
10629,817000,9
10630,1473510,10
10631,5595180,43
10632,3449000,15
10633,16145000,24
10634,116000,4
10635,150000,2
10636,418000,10
10637,111000,4
10638,14583008,61
10639,736000,10
10640,561600,9
10641,1596000,12
10642,306293000,13
10643,2686601,17
10644,1353000,24
10645,2860010,11
10646,382000,6
10647,0,0
10648,1250900,6
10649,362000,13
10650,440000,12
10651,4435500,15
10652,348000,15
10653,196000,5
10654,10673001,38
10655,753000,9
10656,1772250,17
10657,63921788,59
10658,731000,18
10659,104377102,38
10660,639202,24
10661,585391,16
10662,106609000,17
10663,8610001,21
10664,2175400,34
10665,647000,5
10666,2098440,25
10667,1100,2
10668,1000,1
10669,638500,8
10670,9409436,55
10671,20646000,16
10672,11771000,26
10673,68000,5
10674,13826111,35
10675,1616000,7
10676,1688000,21
10677,2337001,22
10678,569000,8
10679,3258850,23
10680,8424455,56
10681,5007980,19
10682,692202,14
10683,375990,8
10684,3654001,24
10685,102251100,25
10686,1483719,11
10687,757500,13
10688,3181697,32
10689,1622900,16
10690,21283000,18
10691,82500,3
10692,1661850,38
10693,3162525,23
10694,3064000,24
10695,15962001,47
10696,640600,14
10697,71000,4
10698,912000,12
10699,778000,17
10700,2442734,29
10701,6073001,30
10702,3442500,27
10703,7418603,42
10704,11637000,10
10705,293000,5
10706,1284000,23
10707,14250397,65
10708,7607010,11
10709,1049000,25
10710,108028100,24
10711,122041100,40
10712,9796510,18
10713,51000,2
10714,3987838,35
10715,1640176,9
10716,1864919,17
10717,138010,4
10718,291000,10
10719,2739000,26
10720,1346242,15
10721,891101,13
10722,3211000,7
10723,157492,6
10724,187788,4
10725,2202000,22
10726,872150,9
10727,157018,6
10728,6229101,9
10729,10180000,9
10730,54130380,82
10731,2166100,13
10732,1226000,11
10733,10530001,19
10734,2700096,22
10735,2049000,8
10736,99580681,71
10737,1792010,17
10738,1324387,23
10739,650000,20
10740,2836000,11
10741,1271200,15
10742,2393000,10
10743,3632504,12
10744,517535000,28
10745,388000,13
10746,994000,8
10747,1431302,25
10748,100782604,19
10749,101000,3
10750,1504400,12
10751,1191100,18
10752,67000,4
10753,61000,3
10754,161500,7
10755,31244100,38
10756,1251500,13
10757,105465809,25
10758,161000,5
10759,1424500,18
10760,4744000,18
10761,1712100,18
10762,1868812,15
10763,206708000,25
10764,811847,17
10765,859101,11
10766,718000,10
10767,369000,12
10768,26755101,54
10769,4705101,16
10770,3851000,10
10771,10130562,10
10772,5488000,10
10773,7725400,11
10774,2105702,34
10775,714135,22
10776,1491100,32
10777,282000,8
10778,15016840,15
10779,141000,5
10780,164000,5
10781,423501,8
10782,12400000,5
10783,1926000,4
10784,6024001,27
10785,3785101,22
10786,4008200,37
10787,173001,5
10788,2231100,13
10789,263000,7
10790,304555300,23
10791,2052699,11
10792,3087501,33
10793,1831000,15
10794,543665,10
10795,321000,10
10796,1518000,15
10797,101000,3
10798,11217300,28
10799,227000,8
10800,2237250,27
10801,169600,5
10802,1120001,14
10803,911000,8
10804,608001,18
10805,189000,10
10806,3394000,26
10807,185001,10
10808,4392004,29
10809,1516644,24
10810,1143300,10
10811,586300,13
10812,375000,19
10813,105663154,74
10814,117060440,43
10815,1476201,16
10816,206101,11
10817,7004400,17
10818,2765000,26
10819,636780,13
10820,2098802,22
10821,1131299,18
10822,808000,9
10823,721000,12
10824,748600,13
10825,5698700,43
10826,124102,7
10827,1923001,17
10828,1060000,11
10829,3366000,14
10830,3639003,19
10831,2366666,26
10832,167000,5
10833,28978505,71
10834,472684,18
10835,659501,14
10836,2155000,12
10837,1397938,26
10838,1217000,6
10839,7418988,23
10840,205000,3
10841,9410100,18
10842,771000,10
10843,1108400,20
10844,868001,16
10845,541150,19
10846,8958667,30
10847,192000,4
10848,7967945,53
10849,6441297,38
10850,18743483,16
10851,1148000,8
10852,252000,7
10853,269001,11
10854,94000,2
10855,131716684,48
10856,101000,3
10857,62000,4
10858,1228200,21
10859,126000,4
10860,1207690,8
10861,107099,3
10862,782000,17
10863,1116002,9
10864,707500,14
10865,2346100,22
10866,1955000,11
10867,109144966,51
10868,3582300,35
10869,1200100,10
10870,101000,3
10871,2670500,16
10872,7959003,36
10873,1672000,15
10874,401550,12
10875,86000,5
10876,375000,2
10877,926000,16
10878,1093700,23
10879,7312314,16
10880,1651000,20
10881,18263300,18
10882,1576001,25
10883,836000,37
10884,6071250,39
10885,217753100,26
10886,5321002,18
10887,1209998,11
10888,1877001,6
10889,820800,8
10890,1266801,15
10891,1000,1
10892,113164807,46
10893,160000,3
10894,173000,8
10895,21277000,7
10896,1950002,17
10897,3316703,20
10898,129990,5
10899,1476000,10
10900,3211150,20
10901,756503,9
10902,3749899,34
10903,661000,10
10904,5106000,13
10905,1151000,8
10906,295680,3
10907,914500,11
10908,1000,1
10909,1936200,15
10910,392000,11
10911,173001,6
10912,336004,10
10913,119343001,60
10914,6157100,34
10915,1461400,11
10916,2750000,10
10917,1852002,23
10918,271000,10
10919,7901000,25
10920,60000,2
10921,1496001,27
10922,119836010,40
10923,1697000,14
10924,3613500,9
10925,287000,8
10926,989000,14
10927,5478000,16
10928,8676700,15
10929,4161000,10
10930,237000,8
10931,1123271,12
10932,4601003,46
10933,212000,6
10934,227000,6
10935,11737000,22
10936,746924,8
10937,3984625,11
10938,104049861,52
10939,1327000,25
10940,3430101,24
10941,901000,8
10942,740938,11
10943,8660101,35
10944,419010,5
10945,1231000,6
10946,1882000,20
10947,6879454,36
10948,165000,3
10949,3232100,25
10950,734400,8
10951,14628202,80
10952,372000,6
10953,101000,3
10954,3291424,23
10955,1171113,10
10956,224000,5
10957,12140304,41
10958,591774,7
10959,492580,18
10960,6229001,27
10961,586000,12
10962,161000,4
10963,1068000,14
10964,1668000,3
10965,2051000,4
10966,11090000,23
10967,3146359,23
10968,336600,10
10969,768002,12
10970,1000594,10
10971,952000,28
10972,7715152,63
10973,226000,7
10974,19359571,64
10975,7879865,37
10976,1834000,13
10977,1657610,11
10978,2061000,4
10979,3499500,24
10980,303940100,51
10981,4249999,32
10982,73000,6
10983,273000,9
10984,51000,2
10985,8364392,26
10986,19235000,26
10987,999000,10
10988,487000,8
10989,193235,4
10990,3176000,5
10991,12611000,32
10992,522000,18
10993,147034000,43
10994,110877423,113
10995,6319637,46
10996,229000,8
10997,402000,9
10998,1469264,9
10999,3122000,8
11000,348010,9
11001,560000,3
11002,150000,2
11003,340500,14
11004,6113000,7
11005,82000,4
11006,1263101,20
11007,273000,9
11008,26425992,20
11009,155000,12
11010,490923,6
11011,15500001,19
11012,1347000,8
11013,8295692,64
11014,12158007,34
11015,4293103,28
11016,1488375,29
11017,3423800,36
11018,1119302,16
11019,1282510,19
11020,1297001,10
11021,3673002,26
11022,707002,20
11023,4147700,29
11024,94000,3
11025,1108990,28
11026,1362000,20
11027,5433000,15
11028,1121004,12
11029,990002,24
11030,271000,8
11031,531000,15
11032,886400,10
11033,679592,4
11034,200100,4
11035,100000,3
11036,1820672,13
11037,178250,7
11038,1486400,9
11039,1050000,2
11040,15291010,35
11041,692000,14
11042,651100,14
11043,135000,5
11044,7433010,17
11045,524000,17
11046,121000,5
11047,5252301,15
11048,827000,18
11049,448000,10
11050,17180006,40
11051,20966001,12
11052,15191223,20
11053,2868617,31
11054,250000,1
11055,371000,11
11056,3395300,35
11057,4551704,14
11058,2611703,20
11059,3653503,11
11060,4217001,37
11061,1630000,16
11062,6552101,30
11063,34024256,29
11064,5841000,13
11065,4815300,16
11066,1916895,13
11067,5653212,45
11068,450000,13
11069,124000201,35
11070,1034000,14
11071,2161773,13
11072,444262,16
11073,246800,7
11074,2360501,17
11075,275000,3
11076,3448402,31
11077,680356,19
11078,110000,6
11079,2640201,34
11080,1211000,8
11081,260980,7
11082,157000,6
11083,1133000,13
11084,2394600,18
11085,2852000,19
11086,3894101,26
11087,2591020,22
11088,10399423,77
11089,9494000,14
11090,462451,7
11091,1077956,15
11092,433500,8
11093,732000,15
11094,344901,10
11095,9202003,30
11096,932000,10
11097,54924684,10
11098,2813901,19
11099,12018150,37
11100,5421300,13
11101,1212222,18
11102,2303770,33
11103,2589000,30
11104,215100,5
11105,312000,10
11106,1109462,9
11107,2232501,17
11108,5074000,12
11109,1074844,16
11110,37882303,31
11111,21841001,21
11112,173901000,19
11113,10738417,33
11114,681100,11
11115,2003001,5
11116,8297103,16
11117,2241500,14
11118,11721110,16
11119,1516101,22
11120,162103,7
11121,7306000,23
11122,202000,5
11123,104321829,35
11124,1886391,25
11125,2683603,31
11126,193625000,50
11127,381000,13
11128,0,0
11129,11000,2
11130,252000,5
11131,7864390,17
11132,411000,10
11133,8842393,51
11134,1081000,18
11135,231000,7
11136,687000,14
11137,728000,8
11138,776000,7
11139,292100,12
11140,450000,8
11141,3300809,37
11142,439303,12
11143,300000,10
11144,4336703,48
11145,4750719,21
11146,3637899,14
11147,2841000,5
11148,2283000,16
11149,1281000,8
11150,512500,6
11151,5791001,20
11152,636300,8
11153,462600,12
11154,891000,10
11155,924000,14
11156,851000,7
11157,715000,15
11158,923514,13
11159,28951002,24
11160,55724001,23
11161,3092001,38
11162,8383151,15
11163,5313013,26
11164,36075401,48
11165,84900,3
11166,20582000,18
11167,667007,9
11168,785929,15
11169,761400,19
11170,2772001,25
11171,218710,5
11172,147000,7
11173,392010,11
11174,2957000,18
11175,373400,11
11176,2999778,35
11177,3158200,33
11178,557000,12
11179,743340,12
11180,1149100,31
11181,1820001,6
11182,340000,9
11183,3167500,31
11184,327600,11
11185,1100,2
11186,1233688,23
11187,109753500,84
11188,9521001,25
11189,2547925,32
11190,1613602,18
11191,2894013,34
11192,912000,8
11193,2229001,20
11194,632001,12
11195,971000,16
11196,853000,10
11197,1553000,11
11198,51000,2
11199,200010,5
11200,5074206,36
11201,5163801,21
11202,1219600,5
11203,2255501,21
11204,6744001,11
11205,52000,3
11206,401000,4
11207,431000,11
11208,505000,10
11209,112000,9
11210,687000,8
11211,101060100,7
11212,1415301,19
11213,5701059,6
11214,131000,6
11215,121897000,14
11216,5878501,13
11217,3333020,16
11218,6997801,22
11219,2250100,19
11220,5376770,21
11221,3961000,10
11222,52000,3
11223,11095800,32
11224,3448000,21
11225,4272001,17
11226,11761402,43
11227,517000,12
11228,160300,9
11229,55001,2
11230,0,0
11231,5051001,4
11232,31723478,17
11233,6191868,25
11234,141000,5
11235,1672301,13
11236,103193500,30
11237,1258100,18
11238,8472538,20
11239,3552000,36
11240,813900,11
11241,1536211,24
11242,214990,13
11243,1583000,21
11244,266750,10
11245,2011000,23
11246,4730211,31
11247,1356500,14
11248,322711,22
11249,79000,7
11250,51000,2
11251,34368200,24
11252,7921102,24
11253,13524001,26
11254,3773005,22
11255,1687001,20
11256,261000,5
11257,161000,5
11258,187890,6
11259,736000,10
11260,9760502,56
11261,1013000,17
11262,1626002,14
11263,508562,15
11264,1701000,15
11265,2165000,33
11266,2136000,13
11267,4250000,4
11268,52000,3
11269,252000,10
11270,584202,20
11271,321000,6
11272,2415302,31
11273,935978,5
11274,1522101,20
11275,1605100,19
11276,3613401,27
11277,2711000,13
11278,114200,6
11279,575802,14
11280,7253011,32
11281,12510000,12
11282,16177104,60
11283,201000,4
11284,87000,4
11285,52000,3
11286,2000,2
11287,151000,3
11288,1785792,11
11289,7054000,29
11290,385000,6
11291,101000,3
11292,1638101,18
11293,383001,8
11294,10372000,10
11295,151000,4
11296,351500,7
11297,100251000,7
11298,120615090,18
11299,1076000,20
11300,102530301,26
11301,767191,19
11302,1949100,22
11303,2188001,20
11304,9055456,33
11305,3790200,18
11306,51000,2
11307,3108331,14
11308,1715000,16
11309,200000,5
11310,3677000,16
11311,902000,7
11312,583000,8
11313,987611,9
11314,1316000,9
11315,73501,4
11316,4731000,37
11317,176000,5
11318,1424001,10
11319,53000,4
11320,1261000,11
11321,2090100,21
11322,6747800,38
11323,4339000,11
11324,426000,5
11325,2847490,30
11326,5301006,38
11327,5931000,11
11328,202000,6
11329,2178000,17
11330,111000,3
11331,10990000,13
11332,10523327,14
11333,836000,17
11334,468000,10
11335,3757801,25
11336,10881000,10
11337,173000,8
11338,11049602,42
11339,261000,6
11340,147051300,24
11341,400000,7
11342,1932000,10
11343,105424302,32
11344,411800,12
11345,30298364,83
11346,125500,5
11347,719000,6
11348,694499,7
11349,2177551,46
11350,232000,9
11351,103630200,28
11352,3824000,12
11353,877000,13
11354,110885750,71
11355,30001,2
11356,1668000,8
11357,100016604,56
11358,1330451,20
11359,2873736,21
11360,301345100,12
11361,4254005,25
11362,2019120,11
11363,1186000,11
11364,6650002,15
11365,298000,12
11366,508000,8
11367,169000,8
11368,8534401,41
11369,856900,16
11370,114051202,47
11371,212000,6
11372,2769100,28
11373,2515000,16
11374,151000,6
11375,120000,4
11376,300957800,13
11377,2483000,11
11378,100890391,24
11379,2194001,4
11380,2122000,6
11381,687492,6
11382,552000,7
11383,201000,4
11384,1353602,16
11385,1814592,28
11386,6233000,15
11387,153000,5
11388,51000,2
11389,505000,6
11390,324000,9
11391,161000,4
11392,19566000,18
11393,486501,10
11394,4324501,18
11395,479000,17
11396,519799,13
11397,3387558,38
11398,18994004,25
11399,25787402,79
11400,20563600,10
11401,2316688,33
11402,5598000,20
11403,430657,9
11404,311000,7
11405,53000,4
11406,2865110,15
11407,1928413,41
11408,15878100,25
11409,3594502,21
11410,98001,9
11411,7192000,23
11412,476299,16
11413,148800,5
11414,21488104,38
11415,21243000,26
11416,3992001,23
11417,200000,4
11418,2191702,26
11419,568300,11
11420,264000,6
11421,3432000,11
11422,470000,11
11423,1448000,30
11424,3012801,18
11425,565010,11
11426,680000,8
11427,491000,7
11428,564000,15
11429,738000,21
11430,11134430,22
11431,7941400,43
11432,11393303,72
11433,161000,5
11434,577100,17
11435,217004,14
11436,1187639,7
11437,5433001,14
11438,3901338,27
11439,1167000,13
11440,50000,1
11441,2459776,19
11442,200000,3
11443,2482002,26
11444,2428000,19
11445,1098100,25
11446,288000,1
11447,114735351,64
11448,2852000,7
11449,9027219,19
11450,10533150,27
11451,58165000,12
11452,243000,6
11453,22322702,33
11454,1933405,15
11455,3647314,12
11456,107352110,41
11457,3149000,30
11458,15911001,41
11459,1175113000,30
11460,2793000,20
11461,1378000,17
11462,21464001,54
11463,13863100,21
11464,101000,6
11465,12362559,41
11466,3911074,37
11467,3081002,28
11468,573000,7
11469,7300501,28
11470,16151201,10
11471,3886155,53
11472,406100,5
11473,887001,9
11474,198500,3
11475,2157100,17
11476,3622968,34
11477,86000,4
11478,1545000,26
11479,161000,5
11480,375000,9
11481,530209,14
11482,8885002,22
11483,5375002,27
11484,2123646,6
11485,559816555,41
11486,4989001,26
11487,1127000,7
11488,7316000,9
11489,2555501,37
11490,2966519,17
11491,1597000,13
11492,871000,7
11493,1079150,30
11494,13928101,39
11495,180000,6
11496,501000,11
11497,907000,12
11498,2902000,15
11499,14182002,27
11500,61000,3
11501,945000,19
11502,4815000,39
11503,4342000,20
11504,420010,8
11505,461000,5
11506,2222000,9
11507,2491000,7
11508,395000,18
11509,3758209,29
11510,795001,14
11511,245100,5
11512,454010,16
11513,448000,13
11514,50000,1
11515,1477000,11
11516,12321101,21
11517,1913001,25
11518,2982001,29
11519,732000,13
11520,102233001,34
11521,253000,11
11522,8671502,33
11523,610000,5
11524,626200,11
11525,207001,14
11526,1126100,21
11527,412010,6
11528,764100,11
11529,14492001,13
11530,539500,6
11531,8833201,30
11532,9842551,58
11533,1025223,13
11534,25878000,28
11535,3613001,39
11536,9684293,43
11537,6453100,16
11538,5461000,19
11539,100000,2
11540,17645201,36
11541,151000,3
11542,1334889,9
11543,114771300,64
11544,136131000,12
11545,280000,7
11546,1790150,17
11547,451000,7
11548,2507000,17
11549,288000,9
11550,2307200,12
11551,46799000,20
11552,5692032,38
11553,2000,2
11554,992000,11
11555,6240151,41
11556,0,0
11557,1368000,21
11558,1667502,16
11559,1334651,21
11560,120252466,37
11561,4727001,19
11562,1580500,13
11563,1523953,9
11564,1779006,22
11565,3183910,33
11566,3463252,25
11567,227999,10
11568,202000,6
11569,6828893,44
11570,10123001,27
11571,1239099,12
11572,3339000,20
11573,250001,7
11574,8383401,72
11575,1621001,16
11576,528100,9
11577,1825001,8
11578,3474000,25
11579,320000,5
11580,25571000,9
11581,2819000,27
11582,27848508,41
11583,2719051,29
11584,8539686,6
11585,74480102,24
11586,509001,16
11587,192000,9
11588,6369000,27
11589,847600,6
11590,2717563,39
11591,51484846,14
11592,4753000,20
11593,0,0
11594,3260000,7
11595,1452002,19
11596,67799057,32
11597,174000,4
11598,130000,4
11599,110000,3
11600,20014201,41
11601,1099000,18
11602,101000,3
11603,601000,5
11604,7777574,15
11605,1735000,13
11606,1381000,13
11607,301500,10
11608,0,0
11609,79900,2
11610,2972740,14
11611,622000,11
11612,180020,6
11613,5102092,34
11614,6193224,34
11615,472000,18
11616,1595000,16
11617,3000,3
11618,582000,10
11619,915000,8
11620,15376302,34
11621,1048500,5
11622,2502147,20
11623,430000,8
11624,272010,9
11625,2232000,20
11626,1608590,22
11627,168000,7
11628,111892751,29
11629,150001,2
11630,675000,6
11631,19071977,24
11632,550000,5
11633,1139000,23
11634,5390589,30
11635,362000,7
11636,20676150,21
11637,2461700,30
11638,108319300,50
11639,4973122,26
11640,429230939,50
11641,1469500,13
11642,2693000,26
11643,13073018,21
11644,141000,4
11645,420000,5
11646,824000,27
11647,13000,4
11648,1220001,7
11649,534375,5
11650,23500000,10
11651,621001,14
11652,658000,12
11653,2609800,14
11654,15998000,30
11655,112000,5
11656,100660000,5
11657,841000,8
11658,2204900,8
11659,5856397,45
11660,2875336,37
11661,1303000,11
11662,10927800,85
11663,1174000,18
11664,6860000,10
11665,2914302,20
11666,472000,12
11667,807000,11
11668,58811060,54
11669,4354889,14
11670,6728302,40
11671,685000,19
11672,7332603,34
11673,2125000,7
11674,603552,15
11675,8351160,22
11676,7639100,25
11677,2582000,28
11678,301010,5
11679,2800000,33
11680,1281000,6
11681,102566000,30
11682,2241251,25
11683,352000,7
11684,3073400,36
11685,1814200,39
11686,3990000,28
11687,2397320,15
11688,1951990,12
11689,801501,10
11690,329451,8
11691,339740,9
11692,51000,2
11693,3402000,9
11694,1641000,15
11695,10270000,27
11696,45010,5
11697,368120,8
11698,1305000,6
11699,7597051,35
11700,3087000,13
11701,77000,5
11702,7408002,18
11703,66000,3
11704,150500,4
11705,9910350,33
11706,1266000,5
11707,17444222,20
11708,10476100,24
11709,105136003,33
11710,32808302,50
11711,183000,5
11712,18623000,16
11713,14286638,40
11714,207500,8
11715,4520000,3
11716,855800,11
11717,65123400,36
11718,201800,7
11719,225000,5
11720,101000,3
11721,941850,17
11722,821000,10
11723,1376010,8
11724,509500,6
11725,106337454,16
11726,163000,10
11727,638000,11
11728,849450,15
11729,506510,10
11730,143120,5
11731,41670916,77
11732,723000,8
11733,1975901,27
11734,300000,4
11735,1202100,12
11736,7795004,20
11737,160000,4
11738,558700,11
11739,8808000,17
11740,1391600,18
11741,1500644,17
11742,758500,7
11743,834081,9
11744,1971696,27
11745,403000,9
11746,7447004,26
11747,1018490,7
11748,3951002,23
11749,4792001,47
11750,8737320,9
11751,1052000,10
11752,557470956,24
11753,291010,5
11754,948572,27
11755,502000,10
11756,450401,16
11757,1525500,26
11758,602101,16
11759,75000,2
11760,689100,12
11761,506000,9
11762,1183601,15
11763,105672601,50
11764,202000,6
11765,2121000,4
11766,5450692,62
11767,11000,2
11768,1373703,34
11769,5935490,14
11770,361000,4
11771,1076000,7
11772,1810010,24
11773,676000,5
11774,1612000,18
11775,680000,4
11776,645000,6
11777,418491,9
11778,980001,9
11779,937000,14
11780,3237000,22
11781,380000,7
11782,90500,6
11783,1280339,16
11784,2389000,26
11785,4422900,18
11786,106678892,41
11787,549351,8
11788,244500,7
11789,1036000,10
11790,3146287,26
11791,2763222,10
11792,1341000,10
11793,617000,10
11794,3440000,9
11795,203000,5
11796,8660455,63
11797,3552201,39
11798,1433190,21
11799,446607,9
11800,3594701,31
11801,26100000,22
11802,168000,6
11803,923000,15
11804,25731692,55
11805,455880,5
11806,330010,10
11807,1478000,15
11808,633000,17
11809,3084001,24
11810,60000,2
11811,224500,13
11812,1963000,8
11813,630000,6
11814,525000,16
11815,322001,9
11816,35662397,51
11817,2168600,16
11818,281000,7
11819,3161103,34
11820,1816750,15
11821,3624002,28
11822,423500,7
11823,6656000,16
11824,2578700,25
11825,1288101,9
11826,472500,11
11827,898002,17
11828,14037201,28
11829,104961100,31
11830,639000,9
11831,1135001,17
11832,2161000,18
11833,2186700,19
11834,4116592,48
11835,946000,18
11836,1060000,2
11837,2112000,13
11838,232100,10
11839,4116029,43
11840,3280901,39
11841,449084,11
11842,566000,10
11843,3989200,65
11844,1944400,24
11845,7004921,51
11846,3467201,30
11847,962000,12
11848,5899002,48
11849,6064000,15
11850,378000,13
11851,251000,4
11852,27000,3
11853,102913000,19
11854,434900,10
11855,100000,1
11856,37642580,61
11857,302000,9
11858,3951000,15
11859,13100501,26
11860,104360750,34
11861,267621,10
11862,104391100,11
11863,23900202,11
11864,2629572,17
11865,1254000,13
11866,2176000,13
11867,329700,8
11868,2065002,31
11869,5662000,14
11870,3242001,12
11871,705000,10
11872,17401100,36
11873,3310800,26
11874,126000,5
11875,588500,10
11876,790500,12
11877,533000,4
11878,151100,8
11879,2327196,23
11880,3299230,16
11881,2119122,10
11882,403000,7
11883,1827352,20
11884,575000,7
11885,1354100,19
11886,1037120,23
11887,3376400,10
11888,2808000,17
11889,281500,7
11890,2894501,38
11891,25489000,30
11892,72202200,53
11893,4122367,49
11894,5099849,14
11895,2428509,16
11896,2257000,15
11897,25360115,85
11898,1731000,7
11899,22762244,46
11900,12914502,29
11901,862001,27
11902,10085000,21
11903,936900,10
11904,491000,11
11905,106000,3
11906,2490248,26
11907,1023631,4
11908,9010003,18
11909,1111000,9
11910,3456200,26
11911,3387000,9
11912,3993000,22
11913,62000,4
11914,76000,4
11915,240902,10
11916,401200,14
11917,3885101,16
11918,1012000,4
11919,162000,6
11920,53004100,39
11921,16126651,17
11922,351807713,214
11923,2142471,25
11924,1665580,4
11925,150000,3
11926,285500,7
11927,971000,10
11928,5981001,9
11929,622000,29
11930,1355818,5
