customer_no,total_enq_amt_x,total_enq_amt_y
8416,610000,12
8417,2398552,19
8418,1294500,22
8419,4353000,26
8420,2318302,10
8421,530000,9
8422,100770001,18
8423,24991001,114
8424,566000,10
8425,2232762,17
8426,19938989,27
8427,103736189,42
8428,6382000,11
8429,16419101,41
8430,2038101,22
8431,205554100,39
8432,66656000,21
8433,1000,1
8434,778000,11
8435,518901000,17
8436,18343292,53
8437,204920537,46
8438,806000,12
8439,926596,19
8440,2680667,35
8441,104000,6
8442,9243501,37
8443,241000,9
8444,443001,9
8445,1493000,16
8446,9795000,21
8447,108160758,41
8448,35415104,41
8449,579000,7
8450,151000,3
8451,1193002,17
8452,100759005,16
8453,25821000,23
8454,4865548,23
8455,210000,5
8456,101000,3
8457,1560000,2
8458,2929200,33
8459,8792594,75
8460,222000,7
8461,1429200,13
8462,456000,6
8463,102375301,24
8464,6417000,38
8465,19667100,19
8466,3653019,24
8467,139763,3
8468,800200,19
8469,1754263,23
8470,4327350,16
8471,367000,18
8472,369000,8
8473,490000,8
8474,40000,2
8475,141000,4
8476,596001,11
8477,4553615,20
8478,1272001,11
8479,2000000,4
8480,525010,9
8481,860500,12
8482,5375000,9
8483,1301000,10
8484,22038181,20
8485,12500000,7
8486,134000,6
8487,487000,4
8488,1425000,22
8489,798001,23
8490,528000,11
8491,1707503,26
8492,9003204,37
8493,2505366201,27
8494,11223250,50
8495,2982001,22
8496,5010240,30
8497,202150,9
8498,331000,6
8499,1588000,13
8500,6784142,49
8501,67000,4
8502,7164402,49
8503,9034400,40
8504,18370776,61
8505,60000,2
8506,2863920,20
8507,4616002,51
8508,1362024,24
8509,154000,7
8510,215000,7
8511,51000,2
8512,675200,6
8513,1692256,8
8514,10358400,23
8515,2481000,10
8516,313678917,141
8517,2460000,14
8518,2267000,10
8519,1404000,25
8520,250000,3
8521,2403000,29
8522,126000,5
8523,2146001,13
8524,845000,19
8525,877000,15
8526,416000,6
8527,9261001,21
8528,614000,11
8529,502000,9
8530,924150,19
8531,2093500,19
8532,758690,16
8533,11681223,19
8534,603000,10
8535,1866000,11
8536,490101,17
8537,6035001,37
8538,189601,6
8539,2014501,26
8540,295000,7
8541,576500,20
8542,167000,10
8543,2162000,13
8544,2201001,9
8545,3938000,22
8546,1822000,13
8547,1382000,15
8548,13518302,36
8549,575000,11
8550,411000,7
8551,23522000,25
8552,1086000,12
8553,4617000,14
8554,1150000,6
8555,101776,4
8556,81000,5
8557,154000,5
8558,52917000,15
8559,266000,5
8560,305210903,67
8561,5477000,32
8562,983000,11
8563,71000,4
8564,85000,1
8565,875000,12
8566,3340015,32
8567,811570,14
8568,451000,4
8569,20665000,49
8570,3118200,11
8571,26000,2
8572,762000,16
8573,888000,6
8574,375000,3
8575,122000,6
8576,1367000,12
8577,2430402,15
8578,50000,1
8579,748000,8
8580,2077350,34
8581,2704300,28
8582,1133203,26
8583,43360000,20
8584,1662041,30
8585,45610453,67
8586,620000,12
8587,6120000,4
8588,499000,10
8589,14770102,88
8590,350000,6
8591,25000,2
8592,162000,6
8593,3167100,25
8594,87700,5
8595,703960,14
8596,2822400,11
8597,9497001,21
8598,937001,21
8599,103495985,35
8600,632991,14
8601,673000,10
8602,102357901,38
8603,4590600,26
8604,969503,14
8605,116000,4
8606,9945000,8
8607,4874000,18
8608,7654003,33
8609,589900,5
8610,1864150,19
8611,1000,1
8612,1405300,38
8613,13542000,58
8614,1478402,20
8615,512048,8
8616,272000,9
8617,108530070,39
8618,1751000,23
8619,1619500,23
8620,60876000,22
8621,2005100,15
8622,303303,12
8623,387000,14
8624,1200000,3
8625,1514600,19
8626,206001,5
8627,449000,11
8628,2160001,26
8629,1228100,20
8630,151000,7
8631,3506100,36
8632,7411150,23
8633,874000,31
8634,38228351,40
8635,102000,8
8636,1688200,25
8637,3856000,20
8638,1968018,7
8639,90500,5
8640,1140921,34
8641,111000,4
8642,5302003,15
8643,97112100,19
8644,826855,18
8645,7607920,24
8646,2119100,36
8647,109449290,53
8648,101002,5
8649,1738000,25
8650,4085501,38
8651,251000,6
8652,4416860,19
8653,1962000,8
8654,366500,7
8655,461000,7
8656,2302000,8
8657,6137000,14
8658,1676068,37
8659,865102,11
8660,3126839,20
8661,1602000,14
8662,2105000,13
8663,208592100,62
8664,50000,1
8665,4552000,13
8666,161400623,64
8667,685000,7
8668,101160636,16
8669,2526073,22
8670,10055407,23
8671,4593002,21
8672,23582200,31
8673,2044900,19
8674,810400,16
8675,815702,10
8676,50010,2
8677,2944004,19
8678,9212092,21
8679,2012002,16
8680,1072000,6
8681,896000,7
8682,207126131,46
8683,832299,20
8684,0,0
8685,221150,8
8686,248000,14
8687,6237002,23
8688,4279800,15
8689,7058000,16
8690,3453700,8
8691,736000,14
8692,1071002,15
8693,321000,11
8694,5614885,22
8695,3300000,19
8696,3269005,38
8697,164000,7
8698,277005,11
8699,2908000,23
8700,3859489,31
8701,1255503,21
8702,516231902,83
8703,4254300,28
8704,151000,4
8705,214000,8
8706,128300,7
8707,1948452,19
8708,5726100,36
8709,1158000,8
8710,14589002,40
8711,1351000,21
8712,716200,9
8713,1071000,11
8714,491500,6
8715,1212500,13
8716,16654001,42
8717,5481502,30
8718,1759500,17
8719,4302000,12
8720,1916101,38
8721,300500,9
8722,1032001,15
8723,356600,7
8724,5692000,14
8725,4213110,26
8726,2539629,26
8727,4908000,20
8728,938393,12
8729,5026200,30
8730,183000,8
8731,1247150,17
8732,120001,4
8733,1302000,5
8734,278300,8
8735,13636102,38
8736,1196000,10
8737,121762047,84
8738,421000,20
8739,9587089,31
8740,6894302,33
8741,644653010,48
8742,451000,13
8743,216000,6
8744,2831401,23
8745,247595,7
8746,2751201,31
8747,386000,6
8748,1380000,12
8749,5442001,25
8750,353000,9
8751,452000,6
8752,1509100,16
8753,6668452,44
8754,16528217,28
8755,1114000,7
8756,1260250,11
8757,2581000,13
8758,161000,5
8759,2302145,30
8760,866001,8
8761,9129502,44
8762,555611,8
8763,1405998,16
8764,11525000,15
8765,3266002,18
8766,4309000,18
8767,1151001,13
8768,960602,23
8769,600000,9
8770,267835697,155
8771,145174479,56
8772,349000,8
8773,2410000,24
8774,978520,13
8775,942000,6
8776,401000,10
8777,2697630,32
8778,4125000,33
8779,207962301,65
8780,868500,10
8781,109271111,57
8782,51000,2
8783,2136152,24
8784,185000,7
8785,1306000,14
8786,5026350,48
8787,131100,7
8788,2060000,17
8789,672000,7
8790,5508313,30
8791,1797936,15
8792,123000,5
8793,1773002,26
8794,471000,14
8795,2549451,17
8796,1938152,21
8797,2145100,23
8798,4735205,20
8799,435031,12
8800,1216550,21
8801,5075300,27
8802,8012493,17
8803,6098031,23
8804,4954993,17
8805,150000,3
8806,151000,3
8807,211100,7
8808,469700,13
8809,3530000,34
8810,329300,7
8811,1313719,13
8812,3537000,15
8813,9069600,46
8814,286127831,134
8815,8572000,7
8816,736000,10
8817,523000,9
8818,51000,2
8819,1980151,17
8820,202837100,21
8821,611000,9
8822,27773100,42
8823,851000,6
8824,135000,3
8825,5694000,23
8826,245000,4
8827,362002,8
8828,8849150,28
8829,2607000,15
8830,655600,12
8831,187000,7
8832,7111001,40
8833,510471536,42
8834,112000,5
8835,7261800,25
8836,132000,6
8837,1703000,18
8838,8301375,39
8839,3920403,13
8840,5912000,8
8841,3485000,22
8842,50000,1
8843,10840000,10
8844,401000,7
8845,836314002,53
8846,653000,16
8847,200000,4
8848,2964502,14
8849,101000,3
8850,1528250,12
8851,1214000,11
8852,1094200,21
8853,222000,8
8854,221000,6
8855,124000,8
8856,885400,5
8857,292001,9
8858,84421000,28
8859,16651000,15
8860,70000,3
8861,7189102,39
8862,169001,9
8863,101738448,31
8864,595101,16
8865,0,0
8866,433711,11
8867,575000,4
8868,2318000,29
8869,15480068,116
8870,8703002,32
8871,101720100,17
8872,789400,14
8873,6331101,16
8874,1739100,27
8875,5572000,17
8876,1876257,9
8877,1003000,7
8878,0,0
8879,1148000,15
8880,51005,7
8881,17000,3
8882,6722991,35
8883,5853003,41
8884,13691999,26
8885,471000,12
8886,25767684,56
8887,5203701,24
8888,102763100,29
8889,9253002,36
8890,3591756,26
8891,2246001,17
8892,216620370,129
8893,51001,4
8894,217000,13
8895,1451000,8
8896,861000,10
8897,960000,14
8898,5073068,40
8899,101898000,21
8900,9432000,35
8901,211080840,14
8902,252000,5
8903,872000,14
8904,281000,5
8905,400000,2
8906,437002,10
8907,579000,13
8908,9571000,22
8909,1252000,6
8910,3691654,8
8911,435329500,24
8912,11223001,57
8913,437000,16
8914,51000,2
8915,1425000,5
8916,464000,15
8917,1388301,27
8918,153000,6
8919,847500,15
8920,982009,17
8921,1039500,14
8922,1007000,14
8923,1511100,28
8924,2741900,48
8925,492200,16
8926,33499200,22
8927,1620566,11
8928,2586500,17
8929,1154419,11
8930,888754,27
8931,9210142,70
8932,1474364,28
8933,333000,7
8934,70000,3
8935,11541040,40
8936,6180000,5
8937,243000,11
8938,1051000,3
8939,6562000,18
8940,103864501,37
8941,2972700,26
8942,5284000,34
8943,2008436,23
8944,515000,10
8945,666000,18
8946,1142200,23
8947,1031000,5
8948,3160500,18
8949,434500,12
8950,2576010,11
8951,6539504,35
8952,1647161,21
8953,2839000,15
8954,1495500,20
8955,1854700,22
8956,181000,6
8957,10048393,29
8958,886301,16
8959,2372500,34
8960,2772500,7
8961,4629504,56
8962,42445685,23
8963,315000,6
8964,30729677,27
8965,219000,6
8966,151000,4
8967,4080528,20
8968,1623000,24
8969,906001,5
8970,902000,11
8971,551000,8
8972,1741100,9
8973,10935000,22
8974,187001,10
8975,1542500,4
8976,5454897,43
8977,237000,8
8978,167010,4
8979,717650,15
8980,653000,20
8981,2274003,18
8982,4367601,22
8983,362000,8
8984,51000,2
8985,63000,5
8986,1165600,18
8987,52000,3
8988,3895002,21
8989,1039002,23
8990,57001,9
8991,51000,2
8992,3529000,21
8993,2775492,30
8994,102058101,27
8995,426000,13
8996,1767000,21
8997,10784303,39
8998,2131102,29
8999,313000,8
9000,695000,12
9001,2416000,19
9002,25242002,124
9003,714480,13
9004,201000,3
9005,976380,5
9006,202000,5
9007,169700,6
9008,690500,13
9009,2677000,14
9010,331001,10
9011,1566400,15
9012,457679,7
9013,6188667,21
9014,56365602,33
9015,541716104,93
9016,236000,6
9017,16468807,111
9018,302000,6
9019,6929633,18
9020,2163214,21
9021,263500,11
9022,31017192,41
9023,149456200,53
9024,2387100,13
9025,1986021,9
9026,9423700,66
9027,2256090,23
9028,2155000,5
9029,810003,11
9030,373750,13
9031,2055000,26
9032,760150,5
9033,1781960,24
9034,33241101,27
9035,2232651,41
9036,4556600,20
9037,406000,6
9038,915927,11
9039,403000,6
9040,834000,4
9041,330001,17
9042,36661013,20
9043,117000,9
9044,1257711,17
9045,2235000,17
9046,551000,7
9047,7574503,28
9048,6253000,26
9049,2833120,17
9050,2727000,24
9051,134000,9
9052,102583100,22
9053,870010,12
9054,3296407,16
9055,384500,8
9056,2582622,32
9057,163000,6
9058,891000,6
9059,1031200,24
9060,21811220,19
9061,101000,3
9062,1385034,20
9063,1112529,22
9064,838001,11
9065,4392000,45
9066,1200000,3
9067,87001,5
9068,843000,14
9069,1994001,19
9070,221000,7
9071,1167000,10
9072,5653700,36
9073,30956000,15
9074,1525100,21
9075,1229981,20
9076,101370000,18
9077,114460501,56
9078,1721000,6
9079,125000,3
9080,348000,10
9081,1810200,27
9082,104089807,50
9083,57361111,27
9084,1000,1
9085,19812000,18
9086,2704000,29
9087,207003,10
9088,4094015,41
9089,191000,8
9090,769750,17
9091,259037,6
9092,394501,12
9093,543700,10
9094,223001,11
9095,603000,19
9096,4233101,22
9097,112000,5
9098,373000,8
9099,1653010,26
9100,6726003,41
9101,53000,2
9102,3911100,12
9103,126000,5
9104,125000,3
9105,3438241,53
9106,347002,16
9107,161000,5
9108,2954142,35
9109,2948643,24
9110,3520885,20
9111,251000,7
9112,1414725,8
9113,14338501,16
9114,351000,5
9115,109675999,38
9116,10921801,37
9117,2158861,27
9118,201000,12
9119,101145003,15
9120,152000,5
9121,720000,12
9122,77000,3
9123,811900,8
9124,540001,4
9125,1603611,14
9126,103279004,49
9127,1610000,6
9128,1414265,13
9129,8576443,36
9130,4041000,44
9131,650100,6
9132,281100,10
9133,6650000,11
9134,3230418,33
9135,425000,3
9136,3180000,20
9137,423000,10
9138,258510,12
9139,546151,20
9140,8480000,33
9141,2017000,12
9142,60000,1
9143,682150,14
9144,39359000,77
9145,1189929103,24
9146,2434000,18
9147,9242400,75
9148,21121201,38
9149,243000,7
9150,3515000,8
9151,61000,3
9152,6316002,41
9153,4060772,48
9154,760101,20
9155,644900,7
9156,109557501,44
9157,2121000,6
9158,7397475,16
9159,401000,7
9160,2838721,28
9161,1543501,20
9162,24464874,51
9163,7694408,36
9164,5334000,43
9165,150000,3
9166,11000,2
9167,5830001,42
9168,2163701,21
9169,142000,4
9170,308900,9
9171,4764354,19
9172,735000,8
9173,3177237,39
9174,758900,9
9175,1630607,21
9176,902002,9
9177,2173000,18
9178,12485111,30
9179,11102001,8
9180,4432102,11
9181,14541010,17
9182,158478100,29
9183,8371000,16
9184,4859001,38
9185,4390400,20
9186,1332700,11
9187,17001015,65
9188,1834373,10
9189,2337003,37
9190,1685000,29
9191,423500,8
9192,4754000,33
9193,1495000,26
9194,1266000,12
9195,4185740,16
9196,813000,13
9197,328475,13
9198,100000,2
9199,1194000,8
9200,2000900,28
9201,1566000,19
9202,317000,8
9203,1173000,11
9204,2845001,23
9205,583408,14
9206,1361601,17
9207,4463000,43
9208,1827001,18
9209,313925,10
9210,7819000,32
9211,268000,7
9212,536000,5
9213,1823617,37
9214,118359392,92
9215,26388203,60
9216,1130000,12
9217,1428251,24
9218,4916000,11
9219,111058720,90
9220,4789003,36
9221,385502,18
9222,1994000,34
9223,110317539,41
9224,4589501,28
9225,1503001,13
9226,1123000,17
9227,20530200,61
9228,5365001,7
9229,1440200,12
9230,2266001,17
9231,1314300,17
9232,796308,16
9233,76000,4
9234,112000,5
9235,414271,11
9236,2136021,10
9237,102145645,43
9238,232000,9
9239,3862599,15
9240,329000,11
9241,3017000,13
9242,8925000,23
9243,1158000,10
9244,120000,8
9245,2433100,19
9246,117028101,42
9247,2911000,9
9248,1021707,9
9249,14493400,13
9250,2138000,9
9251,51100,3
9252,4656078,42
9253,211000,5
9254,1685000,34
9255,3565000,16
9256,3346000,23
9257,1006488910,61
9258,102000,4
9259,5926750,25
9260,17643001,24
9261,1400000,11
9262,435000,10
9263,2267000,11
9264,110538107,66
9265,475000,7
9266,308228,8
9267,261900,6
9268,1335313,33
9269,881945,15
9270,24789199,83
9271,314000,11
9272,8353702,36
9273,2207830,22
9274,200001,8
9275,1215000,10
9276,2529200,8
9277,8110000,16
9278,5018100,37
9279,2046024,15
9280,417099,14
9281,2289500,19
9282,1035001,17
9283,131000,6
9284,101461916,15
9285,181000,4
9286,151000,3
9287,2191000,8
9288,762000,13
9289,222000,7
9290,2592503,18
9291,253000,6
9292,3705501,25
9293,2124002,17
9294,1215000,14
9295,8023004,24
9296,534000,10
9297,100831000,11
9298,216000,11
9299,729000,22
9300,1320000,15
9301,642100,17
9302,918510,28
9303,111000,4
9304,303000,7
9305,340902,5
9306,105832001,32
9307,362000,9
9308,688000,15
9309,2672001,21
9310,110500,4
9311,4530001,41
9312,612000,10
9313,37204000,35
9314,516000,9
9315,2900000,15
9316,1782005,27
9317,330442,9
9318,5491100,13
9319,1062222,9
9320,204053001,43
9321,159800,4
9322,3445004,33
9323,3134224,29
9324,2396000,21
9325,264002,10
9326,780000,14
9327,7379350,55
9328,424646,2
9329,1005341979,27
9330,2014000,22
9331,11638200,18
9332,4161000,5
9333,757000,12
9334,102743999,22
9335,1573000,19
9336,255600,12
9337,4271000,20
9338,3953200,15
9339,145676,5
9340,541000,9
9341,17156002,59
9342,1061000,10
9343,10090366,26
9344,629001,19
9345,420000,12
9346,450000,2
9347,5529003,30
9348,3142000,15
9349,1940150,35
9350,100000,1
9351,1801000,5
9352,30000,2
9353,473928,13
9354,762992,6
9355,102000,4
9356,368000,14
9357,1021001,11
9358,101000,2
9359,1028201,18
9360,103000,5
9361,161000,5
9362,193000,9
9363,4141702,27
9364,9556440,44
9365,101000,3
9366,452000,6
9367,110000,3
9368,1211100,16
9369,151000,6
9370,367000,8
9371,10320012,38
9372,791002,12
9373,420000,5
9374,3690900,21
9375,202773,10
9376,3180000,17
9377,287000,4
9378,281430075,34
9379,595000,4
9380,1069001,6
9381,380001,7
9382,4074702,14
9383,1679601,11
9384,14359000,6
9385,4913120,22
9386,1830079,23
9387,101151000,15
9388,518000,10
9389,4351500,19
9390,661000,7
9391,1096000,9
9392,266000,12
9393,3476000,26
9394,3136000,11
9395,1814000,9
9396,634150,17
9397,306000,7
9398,1610000,18
9399,8924102,43
9400,12863500,42
9401,106500,6
9402,921000,12
9403,101769300,25
9404,1052000,15
9405,1295032,13
9406,206000,8
9407,449000,13
9408,761000,9
9409,152000,5
9410,920000,22
9411,2113201,27
9412,11941438,25
9413,816000,9
9414,4707701,47
9415,7625000,42
9416,24751592,42
9417,151000,4
9418,76000,3
9419,1521836,13
9420,4021991,42
9421,2396000,25
9422,671900,16
9423,111020006,35
9424,280000,9
9425,545000,9
9426,550000,7
9427,351002,8
9428,2301000,10
9429,1286553,8
9430,1225475,13
9431,210000,4
9432,39100,2
9433,85970528,32
9434,4498300,18
9435,1130000,19
9436,873000,5
9437,132000,7
9438,3402001,5
9439,5871200,11
9440,20000000,4
9441,791300,21
9442,61000,3
9443,7112003,40
9444,511000,4
9445,45000,2
9446,631000,8
9447,1443251,11
9448,5426471,29
9449,483501,9
9450,997002,22
9451,15161201,41
9452,1272000,12
9453,13067000,41
9454,660000,4
9455,287900,7
9456,8982980,49
9457,16797000,32
9458,116575305,83
9459,2302000,26
9460,243500,7
9461,789287,18
9462,1991000,7
9463,152000,8
9464,422150,17
9465,3634700,14
9466,389717,4
9467,450000,5
9468,106556100,26
9469,919901,15
9470,363000,10
9471,1999000,20
9472,1227000,9
9473,381302,8
9474,784954,13
9475,103103700,39
9476,548501,15
9477,2624150,39
9478,456000,4
9479,100000,2
9480,203000,10
9481,847000,17
9482,902101,11
9483,2295658,27
9484,2753748,14
9485,101000,3
9486,17543758,51
9487,704791,4
9488,1510700,15
9489,292000,7
9490,400000,2
9491,277002,8
9492,297000,9
9493,4660953,57
9494,281000,8
9495,270000,6
9496,1116193,15
9497,201000,8
9498,244448505,71
9499,151639012,16
9500,261200,9
9501,308000,12
9502,24200,3
9503,810003,35
9504,872000,13
9505,3031000,24
9506,251000,5
9507,12711943,23
9508,3120000,31
9509,1722500,13
9510,455011,10
9511,5260001,32
9512,2507990,32
9513,2660000,4
9514,3374201,12
9515,3380000,51
9516,210000,4
9517,639000,14
9518,289000,8
9519,1212503,20
9520,6819000,20
9521,51000,2
9522,345100,7
9523,1339200,15
9524,3450100,5
9525,724000,17
9526,2770000,48
9527,102054104,22
9528,1040000,3
9529,2383200,25
9530,1878000,3
9531,23559000,27
9532,1778011,20
9533,18132139,15
9534,1003000,6
9535,1588665,11
9536,1163000,4
9537,1097000,15
9538,1807400,10
9539,1214710,34
9540,779700,24
9541,112000,5
9542,302000,6
9543,9036604,48
9544,4118298,27
9545,751000,3
9546,1603000,16
9547,52000,3
9548,19951354,32
9549,6146000,17
9550,11420999,32
9551,172500,4
9552,491000,9
9553,60117000,9
9554,0,0
9555,697000,20
9556,3101211,37
9557,1962000,7
9558,6245001,14
9559,1137000,14
9560,6204000,15
9561,116447001,59
9562,0,0
9563,790354,17
9564,806000,5
9565,6803100,35
9566,9151944,21
9567,18185200,87
9568,1574583,45
9569,350000,4
9570,115997001,40
9571,2221002,10
9572,1362288,20
9573,135698000,30
9574,4523204,18
9575,101100,3
9576,31781000,30
9577,2752001,12
9578,2324001,30
9579,3599002,24
9580,116625,3
9581,486000,6
9582,490416000,22
9583,3648000,5
9584,578000,10
9585,316003,12
9586,5149569,17
9587,177000,7
9588,28985155,102
9589,85510,3
9590,247000,6
9591,3054000,5
9592,489100,11
9593,5152780,44
9594,340100,5
9595,1387900,12
9596,135620,5
9597,18571000,35
9598,10656000,26
9599,1497600,11
9600,10623501,24
9601,3216001,18
9602,4310100,29
9603,271001,9
9604,166002,6
9605,597010,14
9606,13211401,26
9607,912500,14
9608,126000,5
9609,522000,17
9610,4173000,19
9611,24856000,26
9612,6749056,10
9613,6724421,31
9614,71000,4
9615,466000,5
9616,6204320,21
9617,2356000,8
9618,184883884,39
9619,201954500,15
9620,3886000,11
9621,6954000,21
9622,3170102,16
9623,148001,10
9624,1589500,8
9625,4456961,25
9626,121000,4
9627,208871,7
9628,516530,8
9629,917001,23
9630,942000,11
9631,51562600,13
9632,1915121,21
9633,10822000,43
9634,724000,10
9635,9484100,19
9636,686000,9
9637,1384000,13
9638,221000,5
9639,5626151,34
9640,2305000,12
9641,382000,10
9642,121000,5
9643,4334001,26
9644,19190627,35
9645,511150,14
9646,3833200,16
9647,100086000,2
9648,4381000,15
9649,1537101,20
9650,401000,9
9651,1351000,12
9652,1756800,19
9653,387000,10
9654,1292106,17
9655,12338109,25
9656,1571181,24
9657,4731971,35
9658,102945303,54
9659,2299676,16
9660,882000,6
9661,698315,11
9662,1054100,5
9663,10460524,37
9664,3969000,8
9665,1210002,20
9666,738601,10
9667,15493000,19
9668,10037671,32
9669,4899000,25
9670,302000,5
9671,101000,3
9672,3211000,12
9673,771000,7
9674,590500,12
9675,4440130,16
9676,2163101,21
9677,667000,18
9678,853150,27
9679,710000,9
9680,5470000,18
9681,1201000,14
9682,2353797,18
9683,340000,11
9684,4901000,22
9685,226000,5
9686,13645752,47
9687,9850102,30
9688,17339500,21
9689,781000,7
9690,2530000,15
9691,346000,9
9692,112000,4
9693,101000,3
9694,7519000,11
9695,993809,28
9696,532010,14
9697,593900,14
9698,3796000,12
9699,377000,12
